matrix_id,root_invariant,title,summary,source_issue_ids,release_target,status,severity,domain,secondary_domains,data_loss_risk,security_risk,determinism_risk,recovery_risk,affected_commands,affected_files,expected_invariant,planned_fix,required_regression_tests,required_ci_gates,acceptance_criteria,closure_proof,decision_rationale,notes
CK-110-M036,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Review production complexity hotspots,Groups 22 raw finding(s) from codacy under one remediation invariant.,CK-110-0006;CK-110-0162;CK-110-0217;CK-110-0318;CK-110-0340;CK-110-0355;CK-110-0410;CK-110-0417;CK-110-0439;CK-110-0451;CK-110-0523;CK-110-0546;CK-110-0550;CK-110-0715;CK-110-0724;CK-110-0750;CK-110-0805;CK-110-0869;CK-110-0942;CK-110-1037;CK-110-1207;CK-110-1309,v1.10.4,triaged,S2,gc,,medium,none,medium,none,,internal/maintenance/repair_refcounts.go;internal/gc/plan.go;internal/maintenance/stats.go;internal/maintenance/gc.go;internal/maintenance/verify_command.go,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Align GC/refcount reachability and add dry-run/live-plan regression tests.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=22; sources=codacy
CK-110-M037,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Review production complexity hotspots,Groups 8 raw finding(s) from codacy under one remediation invariant.,CK-110-0083;CK-110-0192;CK-110-0424;CK-110-0685;CK-110-0743;CK-110-0842;CK-110-1296;CK-110-1421,v1.10.5,triaged,S2,recovery,,medium,none,medium,medium,,internal/recovery/system_recovery.go,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=8; sources=codacy
CK-110-M038,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Review production complexity hotspots,Groups 8 raw finding(s) from codacy under one remediation invariant.,CK-110-0029;CK-110-0032;CK-110-0078;CK-110-0137;CK-110-0193;CK-110-0349;CK-110-0473;CK-110-1443,v1.10.5,triaged,S2,restore,,medium,none,medium,none,,internal/storage/restore.go,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Harden restore/recovery validation and add unsafe-mode regression tests.,required: release-domain regression tests or documented rationale,none,Restore/recovery mode-specific inputs are rejected safely and do not fall through to unintended behavior.,,,source_count=8; sources=codacy
CK-110-M039,Benchmark comparison inputs must enforce unique case identity,Reject duplicate benchmark case identities,Groups 12 raw finding(s) from external-audit under one remediation invariant.,CK-110-1455;CK-110-1456;CK-110-1464;CK-110-1488;CK-110-1489;CK-110-1494;CK-110-1495;CK-110-1666;CK-110-1686;CK-110-1712;CK-110-1713;CK-110-1714,v1.10.6,triaged,S2,benchmark,,none,none,medium,none,benchmark compare;benchmark compare --threshold 0;--threshold 0.0;validate_regression_thresholds.py,,Benchmark comparison inputs must enforce unique case identity,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=12; sources=external-audit
CK-110-M040,Benchmark comparison must reject self-comparison and invalid input pairing,Benchmark comparison must reject self-comparison and invalid input pairing,Groups 2 raw finding(s) from external-audit under one remediation invariant.,CK-110-1698;CK-110-1799,v1.10.6,triaged,S2,benchmark,,none,none,medium,none,,,Benchmark comparison must reject self-comparison and invalid input pairing,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=2; sources=external-audit
CK-110-M041,Benchmark comparison must validate report type and JSON envelope identity,Validate benchmark report type and envelope,Groups 5 raw finding(s) from external-audit under one remediation invariant.,CK-110-1739;CK-110-1923;CK-110-1965;CK-110-1976;CK-110-1990,v1.10.6,triaged,S2,benchmark,,none,none,medium,none,validate_regression_thresholds.py;data,,Benchmark comparison must validate report type and JSON envelope identity,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=5; sources=external-audit
CK-110-M042,Numeric inputs and metrics must reject zero/negative/NaN/Infinity values where invalid,Reject invalid numeric and non-finite values,Groups 12 raw finding(s) from external-audit under one remediation invariant.,CK-110-1465;CK-110-1466;CK-110-1472;CK-110-1473;CK-110-1491;CK-110-1496;CK-110-1497;CK-110-1570;CK-110-1578;CK-110-1807;CK-110-1810;CK-110-1930,v1.10.6,triaged,S2,benchmark,,none,none,medium,none,summarize_phase8_blocksize.py;Infinity;NaN;benchmark compare;compare_phase8_dedup_results.py;--max-delta-ratio inf;scripts/compare_phase8_dedup_results.py --max-delta-ratio nan;benchmark compare --threshold nan;benchmark compare --threshold inf;benchmark run --threshold Inf;benchmark run --threshold NaN;RecordThroughput();Inf,,Numeric inputs and metrics must reject zero/negative/NaN/Infinity values where invalid,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=12; sources=external-audit
CK-110-M043,Release scripts must propagate required database environment consistently,Harden release and benchmark script output validation,Groups 2 raw finding(s) from external-audit under one remediation invariant.,CK-110-1483;CK-110-1659,v1.10.6,triaged,S2,ci,,none,none,low,none,run_snapshot_release_gate.sh;DB_SSLMODE,,Release scripts must propagate required database environment consistently,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=2; sources=external-audit
CK-110-M044,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Review production complexity hotspots,Groups 50 raw finding(s) from codacy under one remediation invariant.,CK-110-0027;CK-110-0035;CK-110-0062;CK-110-0122;CK-110-0124;CK-110-0132;CK-110-0136;CK-110-0149;CK-110-0218;CK-110-0238;CK-110-0316;CK-110-0322;CK-110-0378;CK-110-0403;CK-110-0406;CK-110-0409;CK-110-0496;CK-110-0511;CK-110-0571;CK-110-0608;CK-110-0651;CK-110-0658;CK-110-0670;CK-110-0704;CK-110-0714;CK-110-0838;CK-110-0857;CK-110-0876;CK-110-0897;CK-110-0931;CK-110-0951;CK-110-0956;CK-110-0970;CK-110-0971;CK-110-0990;CK-110-0992;CK-110-1000;CK-110-1018;CK-110-1063;CK-110-1103;CK-110-1119;CK-110-1171;CK-110-1211;CK-110-1267;CK-110-1281;CK-110-1297;CK-110-1346;CK-110-1386;CK-110-1415;CK-110-1437,v1.10.6,triaged,S2,codacy,,none,none,none,none,,cmd/coldkeep/init.go;internal/observability/inspect.go;internal/observability/stats.go;internal/observability/simulate.go;internal/blocks/block_format_v1.go;internal/graph/reachability.go;internal/cli/render/inspect.go;internal/cli/render/simulate_store.go;internal/repository/capabilities/derive.go;internal/graph/traversal.go;internal/listing/query.go;internal/listing/search.go;internal/cli/render/stats.go;internal/cli/render/simulate.go,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,none,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=50; sources=codacy
CK-110-M045,Release and benchmark scripts must not mask failures or mishandle unsafe inputs,Release and benchmark scripts must not mask failures or mishandle unsafe inputs,Groups 28 raw finding(s) from codacy under one remediation invariant.,CK-110-0084;CK-110-0099;CK-110-0150;CK-110-0172;CK-110-0220;CK-110-0375;CK-110-0463;CK-110-0593;CK-110-0611;CK-110-0627;CK-110-0635;CK-110-0642;CK-110-0708;CK-110-0776;CK-110-0829;CK-110-0908;CK-110-0912;CK-110-0914;CK-110-0969;CK-110-1022;CK-110-1059;CK-110-1143;CK-110-1223;CK-110-1347;CK-110-1351;CK-110-1374;CK-110-1382;CK-110-1411,v1.10.6,triaged,S2,tooling,,none,none,low,none,...,scripts/smoke.sh;scripts/validate_regression_thresholds.py;scripts/summarize_phase8_blocksize.py;scripts/compare_phase8_gc_results.py;scripts/compare_phase8_dedup_results.py;scripts/run_phase8_blocksize_matrix.sh,Release and benchmark scripts must not mask failures or mishandle unsafe inputs,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=28; sources=codacy
CK-110-M046,Release scripts must reject malformed CSV headers and mixed-schema append behavior,Harden release and benchmark script output validation,Groups 3 raw finding(s) from external-audit under one remediation invariant.,CK-110-1458;CK-110-1467;CK-110-1474,v1.10.6,triaged,S2,tooling,,none,none,medium,none,run_phase8_restore_sequence.sh;scripts/run_phase8_restore_sequence.sh;compare_phase8_dedup_results.py,,Release scripts must reject malformed CSV headers and mixed-schema append behavior,Harden CI/tooling/benchmark validation and add script or release-gate checks.,required: release-domain regression tests or documented rationale,required: CI or release-gate check candidate,"Benchmark/script/CI inputs reject malformed, duplicate, mismatched, or non-finite data.",,,source_count=3; sources=external-audit
CK-110-M047,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 24 raw finding(s) from codacy under one remediation invariant.,CK-110-0002;CK-110-0005;CK-110-0070;CK-110-0089;CK-110-0254;CK-110-0404;CK-110-0524;CK-110-0599;CK-110-0604;CK-110-0615;CK-110-0765;CK-110-0782;CK-110-0815;CK-110-0827;CK-110-0836;CK-110-0884;CK-110-1054;CK-110-1102;CK-110-1104;CK-110-1193;CK-110-1326;CK-110-1348;CK-110-1366;CK-110-1391,backlog,triaged,S3,migration,,none,none,none,none,,internal/db/migrations_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=24; sources=codacy
CK-110-M048,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 32 raw finding(s) from codacy under one remediation invariant.,CK-110-0033;CK-110-0109;CK-110-0119;CK-110-0131;CK-110-0146;CK-110-0167;CK-110-0212;CK-110-0236;CK-110-0274;CK-110-0357;CK-110-0387;CK-110-0558;CK-110-0675;CK-110-0698;CK-110-0812;CK-110-0822;CK-110-0845;CK-110-0851;CK-110-0866;CK-110-0973;CK-110-0981;CK-110-1019;CK-110-1023;CK-110-1163;CK-110-1224;CK-110-1233;CK-110-1283;CK-110-1363;CK-110-1377;CK-110-1397;CK-110-1420;CK-110-1423,backlog,triaged,S3,migration,,none,none,none,none,,internal/db/migrations_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=32; sources=codacy
CK-110-M049,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 14 raw finding(s) from codacy under one remediation invariant.,CK-110-0157;CK-110-0189;CK-110-0257;CK-110-0312;CK-110-0373;CK-110-0405;CK-110-0456;CK-110-0504;CK-110-0727;CK-110-0898;CK-110-0927;CK-110-1153;CK-110-1198;CK-110-1385,backlog,triaged,S3,snapshot,,none,none,none,none,,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go;internal/snapshot/snapshot_bench_test.go;internal/snapshot/delete_lineage_preview_test.go;internal/snapshot/snapshot_fuzz_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=14; sources=codacy
CK-110-M050,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 15 raw finding(s) from codacy under one remediation invariant.,CK-110-0009;CK-110-0101;CK-110-0342;CK-110-0390;CK-110-0513;CK-110-0630;CK-110-0652;CK-110-0788;CK-110-1210;CK-110-1265;CK-110-1316;CK-110-1327;CK-110-1369;CK-110-1384;CK-110-1427,backlog,triaged,S3,snapshot,,none,none,none,none,0600;math/rand;crypto/rand,internal/snapshot/snapshot_bench_test.go;tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=15; sources=codacy
CK-110-M051,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 78 raw finding(s) from codacy under one remediation invariant.,CK-110-0004;CK-110-0034;CK-110-0061;CK-110-0071;CK-110-0080;CK-110-0098;CK-110-0102;CK-110-0123;CK-110-0126;CK-110-0152;CK-110-0174;CK-110-0213;CK-110-0223;CK-110-0240;CK-110-0243;CK-110-0260;CK-110-0273;CK-110-0278;CK-110-0347;CK-110-0363;CK-110-0371;CK-110-0379;CK-110-0389;CK-110-0393;CK-110-0402;CK-110-0426;CK-110-0438;CK-110-0446;CK-110-0447;CK-110-0449;CK-110-0500;CK-110-0507;CK-110-0529;CK-110-0534;CK-110-0557;CK-110-0589;CK-110-0614;CK-110-0624;CK-110-0647;CK-110-0653;CK-110-0661;CK-110-0678;CK-110-0689;CK-110-0699;CK-110-0759;CK-110-0773;CK-110-0792;CK-110-0846;CK-110-0854;CK-110-0862;CK-110-0894;CK-110-0901;CK-110-0913;CK-110-0915;CK-110-0979;CK-110-0985;CK-110-0995;CK-110-0996;CK-110-1071;CK-110-1076;CK-110-1085;CK-110-1087;CK-110-1092;CK-110-1113;CK-110-1145;CK-110-1165;CK-110-1182;CK-110-1185;CK-110-1191;CK-110-1195;CK-110-1250;CK-110-1275;CK-110-1294;CK-110-1300;CK-110-1312;CK-110-1394;CK-110-1406;CK-110-1417,backlog,triaged,S3,storage,,none,none,none,none,,internal/storage/physical_file_repository_test.go;internal/storage/store_compression_feature_gate_test.go;internal/storage/remove_test.go;internal/chunk/chunker_comparison_test.go;internal/storage/repository_config_test.go;internal/storage/phase1_compat_matrix_test.go;internal/container/simulated_writer_test.go;internal/storage/test_repository_fixture_test.go;internal/storage/store_prepare_chunks_test.go;internal/storage/store_v2chunker_test.go;internal/container/local_writer_test.go;internal/container/container_test.go;internal/chunk/fastcdc/chunker_test.go;internal/storage/store_transform_ordering_contract_test.go;internal/storage/store_cancellation_test.go;tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go;internal/chunk/registry_test.go;internal/chunk/simplecdc/chunker_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=78; sources=codacy
CK-110-M052,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 40 raw finding(s) from codacy under one remediation invariant.,CK-110-0011;CK-110-0021;CK-110-0042;CK-110-0081;CK-110-0107;CK-110-0128;CK-110-0155;CK-110-0161;CK-110-0195;CK-110-0235;CK-110-0242;CK-110-0290;CK-110-0386;CK-110-0491;CK-110-0498;CK-110-0549;CK-110-0598;CK-110-0634;CK-110-0648;CK-110-0705;CK-110-0712;CK-110-0718;CK-110-0787;CK-110-0793;CK-110-0888;CK-110-0905;CK-110-0918;CK-110-0946;CK-110-0998;CK-110-1009;CK-110-1131;CK-110-1132;CK-110-1231;CK-110-1258;CK-110-1282;CK-110-1298;CK-110-1299;CK-110-1320;CK-110-1359;CK-110-1436,backlog,triaged,S3,storage,,none,none,none,none,0600;math/rand;crypto/rand,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go;internal/storage/phase1_compat_matrix_test.go;internal/storage/compression/zstd_test.go;internal/storage/store_v2chunker_test.go;internal/storage/store_compression_feature_gate_test.go;internal/container/local_writer_test.go;internal/container/container_test.go;internal/storage/store_prepare_chunks_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=40; sources=codacy
CK-110-M054,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 29 raw finding(s) from codacy under one remediation invariant.,CK-110-0059;CK-110-0086;CK-110-0127;CK-110-0134;CK-110-0263;CK-110-0303;CK-110-0367;CK-110-0394;CK-110-0399;CK-110-0422;CK-110-0490;CK-110-0508;CK-110-0566;CK-110-0577;CK-110-0581;CK-110-0687;CK-110-0748;CK-110-0761;CK-110-0777;CK-110-0818;CK-110-0872;CK-110-0932;CK-110-1011;CK-110-1244;CK-110-1264;CK-110-1287;CK-110-1354;CK-110-1372;CK-110-1380,backlog,triaged,S3,verify,,none,none,none,none,,internal/verify/verify_system_test.go;internal/verify/verify_corruption_fixtures_test.go;internal/verify/verify_regression_test.go;internal/verify/verify_file_test.go;internal/verify/verify_block_pipeline_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=29; sources=codacy
CK-110-M055,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 8 raw finding(s) from codacy under one remediation invariant.,CK-110-0469;CK-110-0493;CK-110-0600;CK-110-0789;CK-110-1006;CK-110-1021;CK-110-1318;CK-110-1388,backlog,triaged,S3,verify,,none,none,none,none,0600,internal/verify/verify_corruption_fixtures_test.go;internal/verify/verify_system_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Track as non-blocking cleanup or policy decision.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=8; sources=codacy
CK-110-M056,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 18 raw finding(s) from codacy under one remediation invariant.,CK-110-0092;CK-110-0095;CK-110-0266;CK-110-0284;CK-110-0341;CK-110-0356;CK-110-0545;CK-110-0762;CK-110-0816;CK-110-0833;CK-110-0867;CK-110-1033;CK-110-1060;CK-110-1062;CK-110-1151;CK-110-1304;CK-110-1314;CK-110-1424,v1.10.2,triaged,S3,filesystem,,none,none,none,none,,tests/integration/read_path_regression_test.go;tests/adversarial/g9_batch_semantics_adversarial_test.go;tests/integration/v19_legacy_upgrade_path_integration_test.go;internal/observability/service_test.go;internal/observability/stats_test.go;internal/observability/inspect_test.go;internal/retention/reachability_test.go;tests/integration/v18_migration_compatibility_integration_test.go;internal/blocks/block_format_v1_test.go;tests/utils/common.go;internal/observability/equivalence_phase7_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Centralize validation/security hardening and add invalid-input regression tests.,required: release-domain regression tests or documented rationale,none,Invalid validation/security cases are rejected before unsafe/stateful work where practical.,,,source_count=18; sources=codacy
CK-110-M057,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 124 raw finding(s) from codacy under one remediation invariant.,CK-110-0023;CK-110-0045;CK-110-0076;CK-110-0077;CK-110-0116;CK-110-0135;CK-110-0158;CK-110-0159;CK-110-0168;CK-110-0211;CK-110-0219;CK-110-0251;CK-110-0293;CK-110-0295;CK-110-0296;CK-110-0315;CK-110-0323;CK-110-0346;CK-110-0352;CK-110-0354;CK-110-0382;CK-110-0392;CK-110-0398;CK-110-0400;CK-110-0421;CK-110-0442;CK-110-0445;CK-110-0457;CK-110-0466;CK-110-0476;CK-110-0514;CK-110-0515;CK-110-0536;CK-110-0541;CK-110-0547;CK-110-0548;CK-110-0553;CK-110-0555;CK-110-0562;CK-110-0582;CK-110-0584;CK-110-0588;CK-110-0592;CK-110-0602;CK-110-0606;CK-110-0617;CK-110-0619;CK-110-0623;CK-110-0625;CK-110-0628;CK-110-0631;CK-110-0633;CK-110-0636;CK-110-0649;CK-110-0655;CK-110-0662;CK-110-0672;CK-110-0673;CK-110-0692;CK-110-0702;CK-110-0711;CK-110-0713;CK-110-0735;CK-110-0760;CK-110-0768;CK-110-0769;CK-110-0779;CK-110-0780;CK-110-0796;CK-110-0800;CK-110-0802;CK-110-0814;CK-110-0824;CK-110-0855;CK-110-0856;CK-110-0868;CK-110-0870;CK-110-0904;CK-110-0925;CK-110-0936;CK-110-0947;CK-110-0953;CK-110-0964;CK-110-0966;CK-110-0978;CK-110-0982;CK-110-0994;CK-110-1003;CK-110-1005;CK-110-1007;CK-110-1029;CK-110-1035;CK-110-1067;CK-110-1075;CK-110-1099;CK-110-1108;CK-110-1111;CK-110-1114;CK-110-1120;CK-110-1122;CK-110-1124;CK-110-1135;CK-110-1137;CK-110-1140;CK-110-1146;CK-110-1158;CK-110-1170;CK-110-1189;CK-110-1216;CK-110-1232;CK-110-1234;CK-110-1235;CK-110-1277;CK-110-1278;CK-110-1335;CK-110-1337;CK-110-1373;CK-110-1398;CK-110-1407;CK-110-1410;CK-110-1413;CK-110-1419;CK-110-1429;CK-110-1432,v1.10.2,triaged,S3,filesystem,,none,none,none,none,0600,internal/iodebug/counters_test.go;tests/utils/common.go;tests/integration/v18_migration_compatibility_integration_test.go;tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go;tests/adversarial/g7_deep_corruption_adversarial_test.go;tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go;tests/adversarial/g6_concurrent_operations_adversarial_test.go;tests/adversarial/g9_batch_semantics_adversarial_test.go;tests/integration/read_path_regression_test.go;tests/integration/v19_legacy_upgrade_path_integration_test.go;internal/batch/loader_test.go;tests/adversarial/g10_g13_physical_graph_adversarial_test.go;internal/utils_hash/hash_test.go;tests/adversarial/g2_inconsistent_state_adversarial_test.go;tests/adversarial/g68_dedup_semantics_matrix_test.go;tests/integration/v19_stats_semantics_integration_test.go;tests/adversarial/g611_adversarial_compression_longrun_test.go;tests/adversarial/g610_mixed_repository_stability_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Centralize validation/security hardening and add invalid-input regression tests.,required: release-domain regression tests or documented rationale,none,Invalid validation/security cases are rejected before unsafe/stateful work where practical.,,,source_count=124; sources=codacy
CK-110-M058,Container packaging should avoid unnecessary root execution where applicable,Container packaging should avoid unnecessary root execution where applicable,Groups 2 raw finding(s) from codacy under one remediation invariant.,CK-110-0056;CK-110-0544,v1.10.2,triaged,S3,security,,none,low,none,none,,Dockerfile,Container packaging should avoid unnecessary root execution where applicable,Centralize validation/security hardening and add invalid-input regression tests.,required: release-domain regression tests or documented rationale,none,Invalid validation/security cases are rejected before unsafe/stateful work where practical.,,,source_count=2; sources=codacy
CK-110-M059,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 37 raw finding(s) from codacy under one remediation invariant.,CK-110-0018;CK-110-0028;CK-110-0064;CK-110-0074;CK-110-0094;CK-110-0183;CK-110-0247;CK-110-0283;CK-110-0292;CK-110-0327;CK-110-0411;CK-110-0443;CK-110-0462;CK-110-0465;CK-110-0518;CK-110-0519;CK-110-0522;CK-110-0538;CK-110-0556;CK-110-0575;CK-110-0576;CK-110-0591;CK-110-0681;CK-110-0716;CK-110-0835;CK-110-0944;CK-110-0984;CK-110-0999;CK-110-1017;CK-110-1144;CK-110-1172;CK-110-1263;CK-110-1286;CK-110-1288;CK-110-1313;CK-110-1341;CK-110-1395,v1.10.2,triaged,S3,security,,none,none,none,none,,internal/observability/inspect_test.go;internal/observability/service_test.go;internal/graph/reachability_test.go;tests/adversarial/g6_concurrent_operations_adversarial_test.go;tests/adversarial/g7_deep_corruption_adversarial_test.go;tests/integration/v18_migration_compatibility_integration_test.go;internal/observability/stats_test.go;internal/observability/equivalence_phase7_test.go;tests/adversarial/g2_inconsistent_state_adversarial_test.go;internal/retention/reachability_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Centralize validation/security hardening and add invalid-input regression tests.,required: release-domain regression tests or documented rationale,none,Invalid validation/security cases are rejected before unsafe/stateful work where practical.,,,source_count=37; sources=codacy
CK-110-M060,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 14 raw finding(s) from codacy under one remediation invariant.,CK-110-0031;CK-110-0051;CK-110-0272;CK-110-0302;CK-110-0418;CK-110-0696;CK-110-0721;CK-110-0807;CK-110-0831;CK-110-0949;CK-110-1084;CK-110-1206;CK-110-1358;CK-110-1364,v1.10.3,triaged,S3,packed-storage,,none,none,none,none,,internal/storage/storage_block_reader_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Align packed-storage behavior across affected observability/verify/storage paths.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=14; sources=codacy
CK-110-M061,Test-only security scanner findings must be reviewed and suppressed only with rationale,Classify test-only scanner findings,Groups 2 raw finding(s) from codacy under one remediation invariant.,CK-110-1127;CK-110-1325,v1.10.3,triaged,S3,packed-storage,,none,none,none,none,,internal/storage/storage_block_reader_test.go,Test-only security scanner findings must be reviewed and suppressed only with rationale,Align packed-storage behavior across affected observability/verify/storage paths.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=2; sources=codacy
CK-110-M062,Test complexity findings must be reviewed without weakening invariant coverage,Test complexity findings must be reviewed without weakening invariant coverage,Groups 73 raw finding(s) from codacy under one remediation invariant.,CK-110-0003;CK-110-0036;CK-110-0052;CK-110-0057;CK-110-0075;CK-110-0111;CK-110-0148;CK-110-0179;CK-110-0196;CK-110-0203;CK-110-0229;CK-110-0231;CK-110-0233;CK-110-0259;CK-110-0262;CK-110-0281;CK-110-0328;CK-110-0339;CK-110-0348;CK-110-0350;CK-110-0419;CK-110-0429;CK-110-0441;CK-110-0499;CK-110-0503;CK-110-0520;CK-110-0521;CK-110-0585;CK-110-0590;CK-110-0607;CK-110-0610;CK-110-0626;CK-110-0638;CK-110-0660;CK-110-0676;CK-110-0677;CK-110-0730;CK-110-0733;CK-110-0746;CK-110-0753;CK-110-0755;CK-110-0784;CK-110-0797;CK-110-0817;CK-110-0844;CK-110-0882;CK-110-0887;CK-110-0922;CK-110-0962;CK-110-0963;CK-110-0977;CK-110-0980;CK-110-1045;CK-110-1070;CK-110-1083;CK-110-1088;CK-110-1090;CK-110-1096;CK-110-1097;CK-110-1110;CK-110-1115;CK-110-1125;CK-110-1128;CK-110-1183;CK-110-1188;CK-110-1190;CK-110-1215;CK-110-1241;CK-110-1308;CK-110-1344;CK-110-1378;CK-110-1379;CK-110-1430,v1.10.4,triaged,S3,gc,,none,none,none,none,,internal/maintenance/gc_test.go;internal/maintenance/gc_parity_test.go;internal/maintenance/gc_step11_test.go;internal/maintenance/stats_test.go;internal/gc/plan_test.go;internal/maintenance/gc_step11_parity_test.go;tests/adversarial/g4_non_destructive_gc_adversarial_test.go;internal/maintenance/gc_packed_test.go;internal/maintenance/stats_bench_test.go;tests/adversarial/g69_gc_safety_matrix_test.go,Test complexity findings must be reviewed without weakening invariant coverage,Align GC/refcount reachability and add dry-run/live-plan regression tests.,recommended,none,"All source findings are fixed, accepted, deferred, suppressed, or duplicated with closure proof.",,,source_count=73; sources=codacy
