ck_id,title,source,source_id,source_file,source_line,source_rule,source_category,source_subcategory,source_severity,source_tool,source_commit,release_target,status,severity,domain,root_invariant,matrix_id,duplicate_of,breaking_risk,data_loss_risk,security_risk,determinism_risk,recovery_risk,requires_regression_test,requires_ci_gate,production_code,test_code,docs_only,area,critical_path,owner,decision,decision_rationale,planned_fix,validation_command,closure_proof,notes
CK-110-0633,The application was found setting directory permissions to overly permissive values.,codacy,4206465f836231aa29e77a5dafb42d90,tests/utils/common.go,316,Semgrep_go_file-permissions_rule-mkdir,Security,FileAccess,High,Opengrep,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S3,filesystem,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M057,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(container.ContainersDir, 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0634,The application was found setting file permissions to overly permissive values.,codacy,847fe11f597ddcfbc112d04a8204c4ee,internal/storage/phase1_compat_matrix_test.go,379,Semgrep_go_file-permissions_rule-fileperm,Security,FileAccess,High,Opengrep,685c72e624fd873ed17ce60c7884b8e1cb949855,backlog,triaged,S3,storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M052,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.WriteFile(inputPath, original, 0o644); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0635,Method build_summary has 76 lines of code (limit is 50),codacy,9f21305166846cb415f151ec699d54a1,scripts/summarize_phase8_blocksize.py,60,Lizard_nloc-medium,Complexity,,Warning,Lizard,fd7666eca1064c3cbe034bcde5234b2b0ec54e18,v1.10.6,triaged,S1,tooling,Release and benchmark scripts must not mask failures or mishandle unsafe inputs,CK-110-M045,,low,none,none,low,none,false,true,false,false,false,script,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for tooling because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=script-tooling-risk; line_text=def build_summary(runs):; s0_s1_review=confirmed-s1
CK-110-0636,The application dynamically constructs file or path information.,codacy,627bda72e64320d5b8846deade4d105c,tests/utils/common.go,323,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S3,filesystem,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M057,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=b, err := os.ReadFile(path); s0_s1_review=downgraded-s3"
CK-110-0637,"Undefined acronym ""SHA"" — define on first use or add to glossary.",codacy,2e8d71b90bff398440373b68f4171e79,SECURITY.md,64,Agentlinter_clarity_undefined-term,Comprehensibility,,Info,Agentlinter,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S4,codacy,Documentation style findings must be classified without blocking correctness releases,CK-110-M076,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=Each chunk is stored with a SHA-256 hash.
CK-110-0638,Method TestSweepUnreachableChunksDeletesWholePackedBlockWhenAllChunksDead has 53 lines of code (limit is 50),codacy,e026598b3e8141810378ee9c0a94b315,internal/maintenance/gc_packed_test.go,372,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.4,triaged,S3,gc,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M062,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestSweepUnreachableChunksDeletesWholePackedBlockWhenAllChunksDead(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0639,The application dynamically constructs file or path information.,codacy,b816ded5b36d69629f6e306e1ebe2759,internal/benchmark/corpus.go,334,Semgrep_go_filesystem_rule-fileread,Security,FileAccess,Error,Opengrep,fc8112a95961f6f3eba8ce8d6e1dc63ca8780ed0,v1.10.6,triaged,S1,benchmark,Dynamic filesystem path findings must be reviewed for root containment and trust boundaries,CK-110-M019,,none,none,medium,none,none,false,false,false,true,false,benchmark,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for benchmark because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=data, _ := os.ReadFile(filePath) // Error already validated during generation; s0_s1_review=confirmed-s1"
CK-110-0640,Expected: 2; Actual: 3,codacy,5f863bbf8699140f94f1dbe0de1bbb0e,docs/benchmarking.md,659,markdownlint_MD007,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- bounded peak/final heap assertions to detect unbounded memory growth
CK-110-0641,Lists should be surrounded by blank lines,codacy,f899fceedf3ac4ae4105b1df690c6f3e,docs/benchmarking.md,1477,markdownlint_MD032,CodeStyle,,Info,markdownlint,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S4,docs,Documentation style findings must be classified without blocking correctness releases,CK-110-M072,,none,none,none,none,none,false,false,false,false,true,docs,,,investigate,,,,,bucket=docs-style; line_text=- Restore deterministic: same file → identical output always
CK-110-0642,Method main has 77 lines of code (limit is 50),codacy,62038421399c2918326e004497adcb9e,scripts/compare_phase8_dedup_results.py,43,Lizard_nloc-medium,Complexity,,Warning,Lizard,2ab9fd3bd69f2a1e6c9741871aa10c229f126899,v1.10.6,triaged,S1,tooling,Release and benchmark scripts must not mask failures or mishandle unsafe inputs,CK-110-M045,,low,none,none,low,none,false,true,false,false,false,script,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for tooling because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=script-tooling-risk; line_text=def main() -> int:; s0_s1_review=confirmed-s1
CK-110-0643,Method DiffSnapshotsSummarySQL has 66 lines of code (limit is 50),codacy,318b1b784a9ba85e6c920b47a7e0240,internal/snapshot/snapshot.go,794,Lizard_nloc-medium,Complexity,,Warning,Lizard,e3651514c3df07611f18b090cd33986caaaee0eb,backlog,triaged,S2,snapshot,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M025,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func DiffSnapshotsSummarySQL(ctx context.Context, db *sql.DB, baseID, targetID string) (*SnapshotDiffSummary, error) {; s0_s1_review=downgraded-s2"
CK-110-0644,Method isValidMigrationCompanionMapping has 78 lines of code (limit is 50),codacy,88b5d35a3b0fdd57d269f0a91dc5b5ef,internal/verify/verify_repository.go,350,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,verify,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M027,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func isValidMigrationCompanionMapping(ctx context.Context, dbconn *sql.DB, chunkID, chunkSize int64) (bool, error) {; s0_s1_review=downgraded-s2"
CK-110-0645,Method cleanupLogicalFileChunkMappingsWithContext has 59 lines of code (limit is 50),codacy,62d5406066b65677af674ab6d7bb395,internal/storage/store.go,1058,Lizard_nloc-medium,Complexity,,Warning,Lizard,aa0fd6042e2732a0c67b934c7f1ba4e4c071e2b9,backlog,triaged,S2,storage,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M026,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func cleanupLogicalFileChunkMappingsWithContext(ctx context.Context, tx *sql.Tx, fileID int64, markChunksSuspicious bool) error {; s0_s1_review=downgraded-s2"
CK-110-0646,Method setupRestorePinningFixture has a cyclomatic complexity of 11 (limit is 8),codacy,51b63b8700c39f5558c7a6ed16f3673c,internal/storage/restore_test.go,2467,Lizard_ccn-medium,Complexity,,Warning,Lizard,8375388f1daa35ab579945280bf5219f9e826d04,v1.10.5,triaged,S3,restore,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M066,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-complexity-hotspot; line_text=func setupRestorePinningFixture(t *testing.T, chunkPayloads [][]byte) (*sql.DB, StorageContext, int64, []int64, []byte) {; s0_s1_review=downgraded-s3"
CK-110-0647,Method TestLocalWriterQuarantineContainerResetsStateAndReturnsDBError has a cyclomatic complexity of 11 (limit,codacy,2b5a077f288d1b296b6ecdc1430c21b3,internal/container/local_writer_test.go,456,Lizard_ccn-medium,Complexity,,Warning,Lizard,035ba9169b6bcc30c7b5359931fbd6f13c27f95f,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestLocalWriterQuarantineContainerResetsStateAndReturnsDBError(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0648,The application was found setting file permissions to overly permissive values.,codacy,9a39c3c17ddd916e24cfb167553cc623,internal/container/local_writer_test.go,316,Semgrep_go_file-permissions_rule-fileperm,Security,FileAccess,High,Opengrep,286f14c67981753a5d9be061b5ff3dc0b8f8f3dc,backlog,triaged,S3,storage,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M052,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.WriteFile(filePath, []byte(""blocker""), 0o644); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0649,The application was found setting directory permissions to overly permissive values.,codacy,6359ba17d3dbd55dbaa0ac7fcddf2c5f,tests/integration/v18_migration_compatibility_integration_test.go,43,Semgrep_go_file-permissions_rule-mkdir,Security,FileAccess,High,Opengrep,,v1.10.2,triaged,S3,filesystem,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M057,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(filepath.Dir(path), 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0650,Method removePhysicalFileByPathTx has a cyclomatic complexity of 14 (limit is 8),codacy,f2c7f5f2184ed1a4e6cf588770cd67b5,internal/storage/remove.go,95,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,storage,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M026,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func removePhysicalFileByPathTx(ctx context.Context, dbconn *sql.DB, tx *sql.Tx, result *RemovePhysicalFileResult) error {; s0_s1_review=downgraded-s2"
CK-110-0651,Method sumLogicalFileSizesByReferenceIDs has 55 lines of code (limit is 50),codacy,378c3b71491a5c624eb9671f617099d6,internal/observability/inspect.go,1112,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S2,codacy,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M044,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func (s *Service) sumLogicalFileSizesByReferenceIDs(ctx context.Context, referenceIDs []int64) (int64, error) {; s0_s1_review=downgraded-s2"
CK-110-0652,The application was found setting directory permissions to overly permissive values.,codacy,2615153d7f27cb75715f96dc24c8a960,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,156,Semgrep_go_file-permissions_rule-mkdir,Security,FileAccess,High,Opengrep,e675ba781b33cb0a643d74df46df9e78fa50484c,backlog,triaged,S3,snapshot,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M050,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(inputDir, 0o755); err != nil {"
CK-110-0653,Method collectPlacementsV110S0 has 58 lines of code (limit is 50),codacy,2652c159420a0a531fc9d859b664c774,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,382,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-complexity-hotspot; line_text=func collectPlacementsV110S0(t *testing.T, dbconn *sql.DB) []placementV110S0 {; s0_s1_review=downgraded-s3"
CK-110-0654,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,aaf1ed06e9fa19d2564cdc9ef7fd3643,db/schema_postgres.sql,427,Semgrep_codacy.generic.sql.rac-table-access,Security,SQLInjection,High,Opengrep,31d5389182022107eb969b939dbd98b19dfa0278,v1.10.2,triaged,S1,migration,Dynamic SQL scanner findings must be reviewed for parameterization or safe identifier constraints,CK-110-M001,,none,none,medium,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for migration because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=production-security-candidate; line_text=UPDATE chunk; s0_s1_review=confirmed-s1
CK-110-0655,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,76d8d538656d0e087a03e96eda164ddf,tests/utils/common.go,1035,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S3,filesystem,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M057,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(outDir, 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0656,Insecure dependency golang/stdlib@v1.23.0 (CVE-2026-39825: ReverseProxy can forward queries containing paramet,codacy,797c1a81a003628f0ff8f85b637eae42,go.mod,3,Trivy_vulnerability_medium,Security,InsecureModulesLibraries,Warning,Trivy,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.2,triaged,S1,dependencies,Supported Go toolchain must not carry known unplanned CVEs,CK-110-M009,,none,none,medium,none,none,true,true,true,false,false,production,,,fix,"Will be remediated or resolved in v1.10.2 security hardening; v1.10.0 records baseline only. | Phase 12 S0/S1 review: Candidate remains critical for dependencies because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,bucket=dependency-cve; line_text=go 1.23; s0_s1_review=confirmed-s1
CK-110-0657,Method TestRestoreFailsWhenContainerFileMissing has a cyclomatic complexity of 10 (limit is 8),codacy,c8e477740399a1d889d26d84b4f440bf,internal/storage/restore_test.go,1073,Lizard_ccn-medium,Complexity,,Warning,Lizard,cf4914f9f955062d3899c1b88ebb484f4a37543c,v1.10.5,triaged,S3,restore,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M066,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestRestoreFailsWhenContainerFileMissing(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0658,Method TraverseWithOptions has 70 lines of code (limit is 50),codacy,d0f4a1f6a07d8feccf4b679cb5d7ccff,internal/graph/traversal.go,24,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S2,codacy,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M044,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,bucket=production-complexity-hotspot; line_text=func (s *Service) TraverseWithOptions(; s0_s1_review=downgraded-s2
CK-110-0659,Method  has a cyclomatic complexity of 15 (limit is 8),codacy,990ec60593d6747f3e5cbe713b69c193,internal/verify/verify_system.go,293,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,verify,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M027,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,bucket=production-complexity-hotspot; line_text=processContainerErr := func() (retErr error) {; s0_s1_review=downgraded-s2
CK-110-0660,Method TestLoadLiveLegacyContainerIDsResolvesFromLiveChunks has a cyclomatic complexity of 10 (limit is 8),codacy,5302190393f33ad5e517967e7e374404,internal/maintenance/gc_packed_test.go,77,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.4,triaged,S3,gc,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M062,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestLoadLiveLegacyContainerIDsResolvesFromLiveChunks(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0661,Method TestCrossVersionDedupCompatibility has 91 lines of code (limit is 50),codacy,699b3c4150f0988697ad74ba3f48ae7f,internal/storage/store_v2chunker_test.go,419,Lizard_nloc-medium,Complexity,,Warning,Lizard,03c5e204ee5187399063a0156dca5caa3053a818,backlog,triaged,S3,storage,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M051,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestCrossVersionDedupCompatibility(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0662,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,64645628a758468b7cdef77aec6511e8,tests/integration/v18_migration_compatibility_integration_test.go,43,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,,v1.10.2,triaged,S3,filesystem,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M057,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(filepath.Dir(path), 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0663,Method isValidMigrationCompanionMapping has a cyclomatic complexity of 19 (limit is 8),codacy,d8f1732a72e7f30fb8ed47ec7773ef12,internal/verify/verify_repository.go,350,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,backlog,triaged,S2,verify,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M027,,none,medium,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func isValidMigrationCompanionMapping(ctx context.Context, dbconn *sql.DB, chunkID, chunkSize int64) (bool, error) {; s0_s1_review=downgraded-s2"
CK-110-0664,Method ValidateCoverageInvariants has a cyclomatic complexity of 9 (limit is 8),codacy,6ca0bb9cd9c1f3a8eced820a2a554899,internal/chunk/benchmark/runner.go,159,Lizard_ccn-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S3,benchmark,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M068,,none,none,none,none,none,false,false,false,true,false,benchmark,,,investigate,,,,,"bucket=test-complexity-hotspot; line_text=func ValidateCoverageInvariants(fileSize int64, result Result) error {"
CK-110-0665,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,294af6c63b74af22b5934f3f76bd2403,tests/adversarial/g1_deterministic_restore_adversarial_test.go,156,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,Security,FileAccess,High,Opengrep,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.5,triaged,S3,restore,Test-only security scanner findings must be reviewed and suppressed only with rationale,CK-110-M067,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"bucket=test-security-noise; line_text=if err := os.MkdirAll(restoreDir, 0o755); err != nil {; s0_s1_review=downgraded-s3"
CK-110-0666,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,17f29d2d8f4028047019946a0de9d378,internal/listing/search.go,84,Semgrep_go_sql_rule-concat-sqli,Security,SQLInjection,Error,Opengrep,00eaa50528df50804d272baa0dfbf8c6704abd50,v1.10.2,triaged,S1,security,Dynamic SQL scanner findings must be reviewed for parameterization or safe identifier constraints,CK-110-M012,,none,none,medium,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for security because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=rows, err := dbconn.QueryContext(ctx, query, params...); s0_s1_review=confirmed-s1"
CK-110-0667,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,edc920d0969dbcf1b0d9b3d0b6b04c9d,internal/db/db.go,124,Semgrep_go_sql_rule-concat-sqli,Security,SQLInjection,Error,Opengrep,a861c7a9bc02b25def55d6be74fa24990f69ef5f,v1.10.2,triaged,S1,migration,Dynamic SQL scanner findings must be reviewed for parameterization or safe identifier constraints,CK-110-M001,,none,none,medium,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for migration because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"bucket=production-security-candidate; line_text=_, err := db.Exec(fmt.Sprintf(""PRAGMA busy_timeout = %d"", busyTimeoutMillis)); s0_s1_review=confirmed-s1"
CK-110-0668,Method TestTraverseDeterministicOrder has 53 lines of code (limit is 50),codacy,9e8b9125320e594d3f2d24723d7c503,internal/graph/traversal_test.go,145,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S3,codacy,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M070,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,,,,,bucket=test-complexity-hotspot; line_text=func TestTraverseDeterministicOrder(t *testing.T) {
CK-110-0669,Method TestRestoreNonCompletedChunkMappingReturnsNoRestorableChunksError has a cyclomatic complexity of 10 (li,codacy,17dada6ea36dc077a76a51b33be9877,internal/storage/restore_test.go,1397,Lizard_ccn-medium,Complexity,,Warning,Lizard,7a10f9be07a66924a953e06685bbdb4730990c9b,v1.10.5,triaged,S3,restore,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M066,,none,none,none,none,none,false,false,false,true,false,test,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,bucket=test-complexity-hotspot; line_text=func TestRestoreNonCompletedChunkMappingReturnsNoRestorableChunksError(t *testing.T) {; s0_s1_review=downgraded-s3
CK-110-0670,Method simulateGC has 145 lines of code (limit is 50),codacy,7e9479701d807ba24707fe2ebfc91220,internal/observability/simulate.go,26,Lizard_nloc-medium,Complexity,,Warning,Lizard,40a1210ffc8c23dc4a717ce32627c89658e0f608,v1.10.6,triaged,S2,codacy,Production complexity hotspots in critical paths must be tracked without behavior-changing refactors,CK-110-M044,,none,none,none,none,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"bucket=production-complexity-hotspot; line_text=func (s *Service) simulateGC(ctx context.Context, opts SimulationOptions) (*SimulationResult, error) {; s0_s1_review=downgraded-s2"
CK-110-0671,Method StandardCorpora has 195 lines of code (limit is 50),codacy,a8945194b6991fd126b998f847fdb967,internal/benchmark/corpus.go,71,Lizard_nloc-medium,Complexity,,Warning,Lizard,fc8112a95961f6f3eba8ce8d6e1dc63ca8780ed0,v1.10.6,triaged,S3,benchmark,Test complexity findings must be reviewed without weakening invariant coverage,CK-110-M068,,none,none,none,none,none,false,false,false,true,false,benchmark,,,investigate,,,,,bucket=test-complexity-hotspot; line_text=func StandardCorpora() []CorpusDefinition {
