rule_id,severity,confidence,file,line,column,details,code,triage_decision,triage_rationale,release_action,notes
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/corpus_registry.go,92,15,Potential file inclusion via variable,"91: 	manifestPath := filepath.Join(cr.GetCorpusPath(corpusType, version), ""CORPUS_MANIFEST.txt"")
92: 	data, err := os.ReadFile(manifestPath)
93: 	if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/corpus.go,372,13,Potential file inclusion via variable,"371: 		// Verify content hash
372: 		f, err := os.Open(filePath)
373: 		if err != nil {
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/corpus.go,334,14,Potential file inclusion via variable,"333: 		filePath := filepath.Join(corpusDir, file.Name)
334: 		data, _ := os.ReadFile(filePath) // Error already validated during generation
335: 		hash := sha256.Sum256(data)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/internal/batch/loader.go,21,15,Potential file inclusion via variable,"20: 
21: 	file, err := os.Open(inputFile)
22: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G304,MEDIUM,HIGH,/workspaces/coldkeep/cmd/coldkeep/main.go,3189,14,Potential file inclusion via variable,"3188: 
3189: 	raw, err := os.ReadFile(baselinePath)
3190: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G302,MEDIUM,HIGH,/workspaces/coldkeep/internal/iodebug/counters.go,159,12,Expect file permissions to be 0600 or less,"158: 
159: 	f, err := os.OpenFile(path, os.O_CREATE|os.O_WRONLY|os.O_APPEND, 0o644)
160: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G302,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,487,12,Expect file permissions to be 0600 or less,"486: 
487: 	f, err := os.OpenFile(fullPath, os.O_CREATE|os.O_WRONLY|os.O_TRUNC, 0666)
488: 	if err != nil {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G302,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,96,12,Expect file permissions to be 0600 or less,"95: 	} else {
96: 		f, err = os.OpenFile(path, os.O_RDWR, 0644)
97: 	}
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G302,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,94,12,Expect file permissions to be 0600 or less,"93: 	if readonly {
94: 		f, err = os.OpenFile(path, os.O_RDONLY, 0644)
95: 	} else {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,1131,12,Expect directory permissions to be 0750 or less,"1130: 	outDir := filepath.Join(tmp, ""out"")
1131: 	if err := os.MkdirAll(outDir, 0o755); err != nil {
1132: 		t.Fatalf(""mkdir out: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,1032,12,Expect directory permissions to be 0750 or less,"1031: 	outDir := filepath.Join(tmp, ""out"")
1032: 	if err := os.MkdirAll(outDir, 0o755); err != nil {
1033: 		t.Fatalf(""mkdir out for %s: %v"", fixtureDir, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,941,11,Expect directory permissions to be 0750 or less,"940: 		if d.IsDir() {
941: 			return os.MkdirAll(target, 0o755)
942: 		}
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,922,12,Expect directory permissions to be 0750 or less,"921: 
922: 	if err := os.MkdirAll(dstDir, 0o755); err != nil {
923: 		t.Fatalf(""mkdir dstDir %s: %v"", dstDir, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,432,12,Expect directory permissions to be 0750 or less,"431: 	inputDir := filepath.Join(tmp, ""input"")
432: 	if err := os.MkdirAll(inputDir, 0o755); err != nil {
433: 		_ = dbconn.Close()
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,316,12,Expect directory permissions to be 0750 or less,"315: 	_ = os.RemoveAll(container.ContainersDir)
316: 	if err := os.MkdirAll(container.ContainersDir, 0o755); err != nil {
317: 		t.Fatalf(""mkdir ContainersDir: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/storage/restore.go,974,12,Expect directory permissions to be 0750 or less,"973: 	// Create parent directories if they don't exist
974: 	if err := os.MkdirAll(filepath.Dir(outputPath), 0755); err != nil {
975: 		return RestoreFileResult{}, fmt.Errorf(""create parent directories for %s: %w"", outputPath, err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/storage/restore.go,956,13,Expect directory permissions to be 0750 or less,"955: 		// if user passed a non-existing dir with trailing slash
956: 		if err := os.MkdirAll(outputPath, 0755); err != nil {
957: 			return RestoreFileResult{}, fmt.Errorf(""create output directory: %w"", err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/snapshot/snapshot.go,1268,13,Expect directory permissions to be 0750 or less,"1267: 
1268: 		if err := os.MkdirAll(dir, 0o755); err != nil {
1269: 			return nil, fmt.Errorf(""create destination directory %s: %w"", dir, err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/local_writer.go,356,12,Expect directory permissions to be 0750 or less,"355: 	}
356: 	if err := os.MkdirAll(w.dir, 0755); err != nil {
357: 		return fmt.Errorf(""ensure container directory %s: %w"", w.dir, err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/local_writer.go,96,6,Expect directory permissions to be 0750 or less,"95: 	// Best-effort: pre-create directory to reduce first-write surprises.
96: 	_ = os.MkdirAll(dir, 0755)
97: 	if maxSize <= ContainerHdrLen {
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/container/container.go,465,12,Expect directory permissions to be 0750 or less,"464: 
465: 	if err := os.MkdirAll(containersDir, 0755); err != nil {
466: 		return ActiveContainer{}, err
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/chunk/benchmark/runner.go,120,12,Expect directory permissions to be 0750 or less,"119: func runDatasetVariant(workDir string, chunker chunk.Chunker, datasetName string, variant Variant) (RunResult, error) {
120: 	if err := os.MkdirAll(workDir, 0o755); err != nil {
121: 		return RunResult{}, fmt.Errorf(""create benchmark work dir: %w"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,383,12,Expect directory permissions to be 0750 or less,"382: 	}
383: 	if err := os.MkdirAll(filepath.Dir(path), 0o755); err != nil {
384: 		return fmt.Errorf(""create file parent dir for %q: %w"", path, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,349,12,Expect directory permissions to be 0750 or less,"348: 	}
349: 	if err := os.MkdirAll(dir, 0o755); err != nil {
350: 		return nil, 0, fmt.Errorf(""create mixed dataset dir %q: %w"", dir, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,201,13,Expect directory permissions to be 0750 or less,"200: 		restoreRoot := filepath.Join(ctx.RepoPath, ""restore-output"", ""many"")
201: 		if err := os.MkdirAll(restoreRoot, 0o755); err != nil {
202: 			return fmt.Errorf(""create restore root: %w"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/scenarios.go,171,13,Expect directory permissions to be 0750 or less,"170: 		restoreDest := filepath.Join(ctx.RepoPath, ""restore-output"", ""large"", ""file.bin"")
171: 		if err := os.MkdirAll(filepath.Dir(restoreDest), 0o755); err != nil {
172: 			return fmt.Errorf(""create restore destination dir: %w"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/runner.go,185,12,Expect directory permissions to be 0750 or less,"184: 	}
185: 	if err := os.MkdirAll(dataPath, 0o755); err != nil {
186: 		_ = os.RemoveAll(root)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/runner.go,181,12,Expect directory permissions to be 0750 or less,"180: 	dataPath := filepath.Join(root, ""data"")
181: 	if err := os.MkdirAll(repoPath, 0o755); err != nil {
182: 		_ = os.RemoveAll(root)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/dataset.go,34,12,Expect directory permissions to be 0750 or less,"33: 	}
34: 	if err := os.MkdirAll(baseDir, 0o755); err != nil {
35: 		return fmt.Errorf(""create dataset directory %q: %w"", baseDir, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/internal/benchmark/corpus.go,287,12,Expect directory permissions to be 0750 or less,"286: 	corpusDir := filepath.Join(cb.baseDir, string(def.Type), def.Version)
287: 	if err := os.MkdirAll(corpusDir, 0o755); err != nil {
288: 		return fmt.Errorf(""create corpus directory %q: %w"", corpusDir, err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/cmd/coldkeep/main.go,3442,12,Expect directory permissions to be 0750 or less,"3441: 	restoreDir := filepath.Join(workDir, ""restore-output"")
3442: 	if err := os.MkdirAll(restoreDir, 0o755); err != nil {
3443: 		return nil, fmt.Errorf(""create restore output dir: %w"", err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/cmd/coldkeep/main.go,3424,12,Expect directory permissions to be 0750 or less,"3423: 	storageDir := filepath.Join(workDir, ""storage"", ""containers"")
3424: 	if err := os.MkdirAll(storageDir, 0o755); err != nil {
3425: 		return nil, fmt.Errorf(""create storage dir: %w"", err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G301,MEDIUM,HIGH,/workspaces/coldkeep/cmd/coldkeep/main.go,1735,13,Expect directory permissions to be 0750 or less,"1734: 	if createIfMissing {
1735: 		if err := os.MkdirAll(path, 0755); err != nil {
1736: 			return """", fmt.Errorf(""create output directory %q: %w"", path, err)
",defer-baseline,Finding is inherited baseline debt outside the changed release delta; document and defer unless later triage selects a narrow fix-now case.,defer,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,948,10,Expect WriteFile permissions to be 0600 or less,"947: 		}
948: 		return os.WriteFile(target, data, 0o644)
949: 	})
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,798,13,Expect WriteFile permissions to be 0600 or less,"797: 
798: 		if err := os.WriteFile(p, data, 0o644); err != nil {
799: 			t.Fatalf(""write hybrid: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,775,12,Expect WriteFile permissions to be 0600 or less,"774: 	}
775: 	if err := os.WriteFile(p2, dup, 0o644); err != nil {
776: 		t.Fatalf(""write dup2: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,772,12,Expect WriteFile permissions to be 0600 or less,"771: 
772: 	if err := os.WriteFile(p1, dup, 0o644); err != nil {
773: 		t.Fatalf(""write dup1: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,758,12,Expect WriteFile permissions to be 0600 or less,"757: 	p = filepath.Join(dir, ""binary.bin"")
758: 	if err := os.WriteFile(p, bin, 0o644); err != nil {
759: 		t.Fatalf(""write binary: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,747,12,Expect WriteFile permissions to be 0600 or less,"746: 	p = filepath.Join(dir, ""lorem.txt"")
747: 	if err := os.WriteFile(p, lorem, 0o644); err != nil {
748: 		t.Fatalf(""write lorem: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,739,12,Expect WriteFile permissions to be 0600 or less,"738: 	p = filepath.Join(dir, ""config.yaml"")
739: 	if err := os.WriteFile(p, config, 0o644); err != nil {
740: 		t.Fatalf(""write config: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,731,12,Expect WriteFile permissions to be 0600 or less,"730: 	p = filepath.Join(dir, ""small.txt"")
731: 	if err := os.WriteFile(p, []byte{0x42}, 0o644); err != nil {
732: 		t.Fatalf(""write small file: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,724,12,Expect WriteFile permissions to be 0600 or less,"723: 	p := filepath.Join(dir, ""empty.txt"")
724: 	if err := os.WriteFile(p, []byte{}, 0o644); err != nil {
725: 		t.Fatalf(""write empty file: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
G306,MEDIUM,HIGH,/workspaces/coldkeep/tests/utils/common.go,341,12,Expect WriteFile permissions to be 0600 or less,"340: 
341: 	if err := os.WriteFile(p, data, 0o644); err != nil {
342: 		t.Fatalf(""write temp file: %v"", err)
",test-only-accepted,"Finding is in test, benchmark, or helper code and does not change production runtime behavior; classify explicitly rather than ignore.",documented,baseline_not_in_changed_go_file
