ck_id,matrix_id,source_id,source_tool,source_rule,source_file,area,severity,domain,title,recommended_action
CK-110-0260,CK-110-M051,1f7c917c00b4ea2be40abd967861ad28,Lizard,Lizard_file-nloc-medium,internal/storage/remove_test.go,test,S3,storage,File internal/storage/remove_test.go has 683 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0261,CK-110-M063,29808887e83e2208bb3add9017665415,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/maintenance/gc_test.go,test,S3,gc,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0262,CK-110-M062,a488aca7f8247d5f29dbaa7f9aec653a,Lizard,Lizard_ccn-medium,internal/maintenance/stats_test.go,test,S3,gc,Method TestRunStatsResultIncludesChunkCountsByVersion has a cyclomatic complexity of 18 (limit is 8),review-for-suppression-or-backlog
CK-110-0263,CK-110-M054,c7684f0e5000e50ba5b672907c2278ae,Lizard,Lizard_ccn-medium,internal/verify/verify_corruption_fixtures_test.go,test,S3,verify,Method assertChunkRefsStageVerifyFailure has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0264,CK-110-M072,6bf87a38adfd72939e900900d5f1aa54,markdownlint,markdownlint_MD056,docs/STORAGE_SEMANTICS_v1.9_ENGINE_QUICK_REFERENCE.md,docs,S4,docs,"Expected: 5; Actual: 7; Too many cells, extra data will be missing",review-for-suppression-or-backlog
CK-110-0266,CK-110-M056,446bea882b7e1eb5a6175339f235d720,Lizard,Lizard_file-nloc-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,File tests/adversarial/g9_batch_semantics_adversarial_test.go has 550 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0269,CK-110-M066,2218488ed196f1fcc16b576bbcf62d82,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailsWhenAESGCMTransformerKeyIsMissing has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0272,CK-110-M060,1f6174ee804e5db467fdd4d3785dd6fe,Lizard,Lizard_ccn-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method TestStorageBlockReaderLogicalHashMismatchRemainsCanonical has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0273,CK-110-M051,6c400182eefb2d0b68cbb459d4be718f,Lizard,Lizard_ccn-medium,internal/container/local_writer_test.go,test,S3,storage,Method TestLockContainerRowNowaitWithRetryUsesSavepointRollbackBetweenLockRetries has a cyclomatic complexity ,review-for-suppression-or-backlog
CK-110-0274,CK-110-M048,88e64ad636f316d51e60598d03177e82,Opengrep,Semgrep_go.lang.security.audit.sqli.gosql-sqli.gosql-sqli,internal/db/migrations_test.go,test,S3,migration,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",review-for-suppression-or-backlog
CK-110-0275,CK-110-M068,51d2d47f5204265ee0b6a6b84d9f2746,Lizard,Lizard_ccn-medium,internal/benchmark/corpus_registry_test.go,test,S3,benchmark,Method TestCorpusRegistryRecoveryFromCorruption has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0278,CK-110-M051,ea97c9052749b5714ba02554c8388d70,Lizard,Lizard_ccn-medium,internal/storage/physical_file_repository_test.go,test,S3,storage,Method TestStoreFileNormalizesSymlinkAndRealPathToSingleIdentity has a cyclomatic complexity of 14 (limit is 8,review-for-suppression-or-backlog
CK-110-0280,CK-110-M063,8bed7d55712df1d7fd61be62330064da,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/gc/plan_test.go,test,S3,gc,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0281,CK-110-M062,5cc5a491937db81b7a24560c0eb83966,Lizard,Lizard_nloc-medium,internal/maintenance/gc_step11_test.go,test,S3,gc,Method TestStep11MixedLegacyAndPackedRepoRestoreRemainingAndVerify has 102 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0283,CK-110-M059,1e057c5c30826aa4363c23d089e6607,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/observability/service_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0284,CK-110-M056,b3a8c5729beb5cb15ba2462674f85116,Lizard,Lizard_nloc-medium,tests/integration/v19_legacy_upgrade_path_integration_test.go,test,S3,filesystem,Method TestStep612LegacyUpgradePathNoRewriteIntegration has 175 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0286,CK-110-M070,d46c1f1db962f165ec6fc5e263f9748f,Lizard,Lizard_nloc-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestStatsIncludesContainerRecordsOnlyWhenRequested has 55 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0287,CK-110-M070,8ac4641821c3d3d0f8d70e98d12da5aa,Lizard,Lizard_ccn-medium,internal/observability/service_test.go,test,S3,codacy,Method TestSimulateGCIncludesWarnings has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0289,CK-110-M066,88ac62d019e83a44842d2e6bb1f55d29,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailsOnChunkHashMismatch has 65 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0290,CK-110-M052,bb6ea753f77ddf1cf772882ff1abdfef,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,test,S3,storage,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0292,CK-110-M059,4c01459ce21d9b6152b7a5ff3c560adc,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/observability/inspect_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0293,CK-110-M057,f853fa279c65c1264f93dbb8b66b6d66,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/utils/common.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0295,CK-110-M057,b8539aab1b1c0bab5001188a29f16400,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/integration/read_path_regression_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0296,CK-110-M057,6758710a28866f6623c6c86f40de29c1,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0298,CK-110-M070,8700fc73e1df2acc0185f86ea4919a97,Lizard,Lizard_ccn-medium,tests/adversarial/g7_deep_corruption_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0300,CK-110-M070,a432417b48ccdf7df7e17d7a1c24ff7a,Lizard,Lizard_ccn-medium,tests/adversarial/g10_g13_physical_graph_adversarial_test.go,test,S3,codacy,Method TestAdversarialG13BatchRepairReportIsDeterministicUnderPartialFailure has a cyclomatic complexity of 16,review-for-suppression-or-backlog
CK-110-0302,CK-110-M060,e7c0f78c352d0b05334c451e01feb4bb,Lizard,Lizard_nloc-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method setupStoredBlockFixtureForReaderCorruption has 53 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0303,CK-110-M054,228da259c0b6c0dba3f054064d400607,Lizard,Lizard_ccn-medium,internal/verify/verify_system_test.go,test,S3,verify,Method TestVerifyBlockPayloadsStrictModeRequiresExactEncodedChunkTable has a cyclomatic complexity of 14 (limi,review-for-suppression-or-backlog
CK-110-0307,CK-110-M070,ade8529f174141af77266b30d6ba2450,Lizard,Lizard_nloc-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectDoesNotMutateState has 70 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0312,CK-110-M049,2d94dab5229d2ce813e51c901ecfc22d,Lizard,Lizard_nloc-medium,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,Method TestAdversarialG14SnapshotSurvivesCrashAndRecovery has 51 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0314,CK-110-M063,3f23441d0c7aaf3939e504581e26f09,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/maintenance/gc_test.go,test,S3,gc,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0315,CK-110-M057,a912a917507225443a1ffff7b45b8389,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0317,CK-110-M067,c226b78f4578654f94d00b7af71c3a8,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g1_deterministic_restore_adversarial_test.go,test,S3,restore,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0319,CK-110-M072,12472e9448b993b61d89e193947b9ef1,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0320,CK-110-M070,2a13872c85bfd5cd8fe63f96b1c37975,Lizard,Lizard_ccn-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 16 (limit is 8),review-for-suppression-or-backlog
CK-110-0323,CK-110-M057,e8178acf3c3161c0812b4abb7221c6d4,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g7_deep_corruption_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0324,CK-110-M066,4862d912dbd02ebc7ac3738d7d8008d,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestorePinningFailsOnMalformedChunkChunkerVersion has 75 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0325,CK-110-M072,2458634ba80318d07fedf5eadd4d3079,markdownlint,markdownlint_MD022,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-0326,CK-110-M023,50f37a821e7ddabdd0cb7327834bf67d,Opengrep,Semgrep_go.lang.security.audit.dangerous-exec-command.dangerous-exec-command,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S1,codacy,Detected non-static command inside Command.,review-for-suppression-or-backlog
CK-110-0327,CK-110-M059,1982b02568b531eef4281986d51fe314,Opengrep,Semgrep_go_sql_rule-concat-sqli,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0328,CK-110-M062,dda529e3579ab87f6aac230ef347a65d,Lizard,Lizard_ccn-medium,internal/maintenance/stats_test.go,test,S3,gc,Method TestCollectBlockStatsCompressionAggregatesMixedRepository has a cyclomatic complexity of 23 (limit is 8,review-for-suppression-or-backlog
CK-110-0329,CK-110-M070,a7c532bf0ae948f5363b296f039c1ff3,Lizard,Lizard_ccn-medium,internal/cli/render/simulate_test.go,test,S3,codacy,Method TestRenderSimulationJSONUsesStableEnvelope has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0331,CK-110-M070,5abc62519019a1245d152b99a68ce66d,Lizard,Lizard_nloc-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestSnapshotReachabilityViaSQLMatchesLegacyLoop has 76 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0333,CK-110-M070,554ede7819dc09266b86d8e181e3fa36,Lizard,Lizard_ccn-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestObservabilityDoesNotMutateState has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-0335,CK-110-M063,4f869e7d1e672a1d5e617321685f5710,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/gc/plan_test.go,test,S3,gc,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0339,CK-110-M062,3dc5051cf784ea4e7993d40e536f1f96,Lizard,Lizard_ccn-medium,internal/maintenance/gc_packed_test.go,test,S3,gc,Method TestSweepUnreachableChunksDeletesWholePackedBlockWhenAllChunksDead has a cyclomatic complexity of 14 (l,review-for-suppression-or-backlog
CK-110-0341,CK-110-M056,626f4dcac0a271f9ddeee24cb25f7357,Lizard,Lizard_file-nloc-medium,internal/observability/service_test.go,test,S3,filesystem,File internal/observability/service_test.go has 715 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0342,CK-110-M050,96d15710559e345df1593c54f2588917,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0343,CK-110-M070,6bcd823616b45abf5208c931d185c08e,Lizard,Lizard_ccn-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-0346,CK-110-M057,39ea569de1a6e5bcd664ac6a68021cf7,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0347,CK-110-M051,1a2e89cb9525d8752895508e3b31a406,Lizard,Lizard_ccn-medium,internal/storage/remove_test.go,test,S3,storage,Method TestRemoveByStoredPathDetectsRefCountInvariantMismatchAndRollsBack has a cyclomatic complexity of 11 (l,review-for-suppression-or-backlog
CK-110-0348,CK-110-M062,9dc6a76a4fd9135a192fdefe5fe55877,Lizard,Lizard_file-nloc-medium,internal/gc/plan_test.go,test,S3,gc,File internal/gc/plan_test.go has 760 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0350,CK-110-M062,7be225ed395f47f22574bea5d0766f17,Lizard,Lizard_nloc-medium,internal/maintenance/gc_step11_parity_test.go,test,S3,gc,Method TestStep11DryRunPackedReclaimableMatchesActualGC has 69 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0352,CK-110-M057,fa60da4f03d797ff0efe6a63e2dc7f05,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0354,CK-110-M057,b665c7a7bfa98757b19a1b41aab29fb6,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/utils/common.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0356,CK-110-M056,4ba9ee218822ba69cebff42dd29ec9a9,Lizard,Lizard_file-nloc-medium,internal/observability/stats_test.go,test,S3,filesystem,File internal/observability/stats_test.go has 946 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0357,CK-110-M048,38cf833dd092c127fa9f331aa6d7712c,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0358,CK-110-M070,2a248e2c2a6e5c41971eba35030af05e,Lizard,Lizard_ccn-medium,internal/batch/resolver_test.go,test,S3,codacy,Method TestPrepareTargetsPreservesInputOrder has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0359,CK-110-M072,c030881dc73d2d8cd1423c65fc35351f,markdownlint,markdownlint_MD024,docs/benchmarking.md,docs,S4,docs,Multiple headings with the same content,review-for-suppression-or-backlog
CK-110-0360,CK-110-M066,d0fe152b2cb7618d8ac455f36f5203ea,Lizard,Lizard_nloc-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFailsWhenContainerFileMissing has 59 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0361,CK-110-M072,e6a519e415aecf5833c6fb9f69674321,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0362,CK-110-M067,f16c50f20de5d11f87d05b962c2c98b,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g1_step11_restore_determinism_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0363,CK-110-M051,221f96c6d73bd25520b179fed51520e8,Lizard,Lizard_nloc-medium,internal/container/container_test.go,test,S3,storage,Method TestQuarantineContainerInDirUpdatesSizesToPhysicalFile has 64 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0364,CK-110-M069,ffcfdaa7a164adc8069a660aa2364d3c,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/benchmark/corpus_test.go,test,S3,benchmark,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0367,CK-110-M054,e606fbf4e9d261c14499e19957f6f6ba,Lizard,Lizard_ccn-medium,internal/verify/verify_corruption_fixtures_test.go,test,S3,verify,Method assertPhysicalStageVerifyFailure has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0371,CK-110-M051,8df9d31096f08b35a69c0dd69953b0cd,Lizard,Lizard_nloc-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,Method TestFeatureGatedCompressionDedupIgnoresCompressedAndPhysicalHashesStep74 has 75 lines of code (limit is,review-for-suppression-or-backlog
CK-110-0372,CK-110-M072,5ac9f1c712c06d586a244e82ff38bf1a,markdownlint,markdownlint_MD032,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0373,CK-110-M049,fb00943b99a4ce3e119df1aed09043ea,Lizard,Lizard_ccn-medium,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,Method randomSnapshotQueryArgs has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0374,CK-110-M072,fc4a5a6a5984fcdb20780fc14bd607d6,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0376,CK-110-M063,4959faa1ecd212b2d0092915f71db209,Opengrep,Semgrep_go.lang.security.audit.sqli.gosql-sqli.gosql-sqli,internal/gc/plan_test.go,test,S3,gc,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",review-for-suppression-or-backlog
CK-110-0377,CK-110-M070,d6655b99373260f8d6bd6ebd97ef6c36,Lizard,Lizard_ccn-medium,tests/integration/v19_stats_semantics_integration_test.go,test,S3,codacy,Method TestStep613StatsAccumulation has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0379,CK-110-M051,73687d63b7347bc80af9bb39bf5ddb17,Lizard,Lizard_ccn-medium,internal/container/container_test.go,test,S3,storage,Method TestFileContainerBuffersSmallWritesUntilSync has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-0381,CK-110-M063,faa3004713f2552d1e912c4a7933450e,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/gc/plan_test.go,test,S3,gc,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0382,CK-110-M057,6de9021102cbbf5b5fa3d67de67467d4,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0384,CK-110-M072,83b7875c7da04387a4f715c9e5be125d,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0386,CK-110-M052,586c634fa672725b8661e963e2e5bb4e,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/storage/store_v2chunker_test.go,test,S3,storage,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0387,CK-110-M048,5251cbb9eea70f96ae2e7991067c9b16,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0388,CK-110-M063,608f0c3616a444a030f580fe9aa1c49e,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g4_non_destructive_gc_adversarial_test.go,test,S3,gc,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0389,CK-110-M051,2f602555c518e630acc0902db86914c0,Lizard,Lizard_nloc-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,Method TestFeatureGatedCompressionDuplicateStorePreservesDedupAndCompressionStep512 has 105 lines of code (lim,review-for-suppression-or-backlog
CK-110-0390,CK-110-M050,6cf698a3f8c4317af95d7080d84121b9,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0391,CK-110-M070,3abecb167a1febe48090de78eeab4564,Lizard,Lizard_ccn-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestStatsIncludesContainerRecordsOnlyWhenRequested has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-0392,CK-110-M057,2b6b0311335ccf724a51cb194519e537,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/integration/v19_legacy_upgrade_path_integration_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-0393,CK-110-M051,f7384f7851f3568dccaa6955eed5293c,Lizard,Lizard_file-nloc-medium,internal/storage/phase1_compat_matrix_test.go,test,S3,storage,File internal/storage/phase1_compat_matrix_test.go has 523 non-comment lines of code,review-for-suppression-or-backlog
CK-110-0394,CK-110-M054,34472bf291109da6706a0fc947ba60ca,Lizard,Lizard_nloc-medium,internal/verify/verify_system_test.go,test,S3,verify,Method TestVerifyBlockPayloadsStrictModeRequiresExactEncodedChunkTable has 51 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0396,CK-110-M064,29f32d4c4aed5a7340e485d508f31637,Lizard,Lizard_nloc-medium,internal/recovery/system_recovery_test.go,test,S3,recovery,Method TestQuarantineOrphanContainersAcceptsDirectQuarantineAfterSizeSync has 67 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0397,CK-110-M070,ad88441c80a1f80d646ecb06616452de,Lizard,Lizard_ccn-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestStatsReturnsStructuredSections has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-0398,CK-110-M057,8c029664e5283926111971ddc191ed77,Opengrep,Semgrep_go_filesystem_rule-fileread,tests/utils/common.go,test,S3,filesystem,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-0399,CK-110-M054,5fb136c2db2335b57a2b67f72b6f2a9,Lizard,Lizard_ccn-medium,internal/verify/verify_corruption_fixtures_test.go,test,S3,verify,Method assertCompressedHashStageVerifyFailure has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-0400,CK-110-M057,b4230e0db115288b7427d048c3d7342f,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/integration/read_path_regression_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0401,CK-110-M070,5e90daa2249767ef825b6af2d6f649e2,Lizard,Lizard_ccn-medium,internal/listing/search_test.go,test,S3,codacy,Method TestSearchFilesUsesCurrentStatePhysicalPaths has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-0402,CK-110-M051,78c6a7f1029b2d372e25e5bcb162368b,Lizard,Lizard_nloc-medium,internal/storage/remove_test.go,test,S3,storage,Method TestRemoveByStoredPathUnlinksSingleMappingAndKeepsSharedLogicalAlive has 54 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-0404,CK-110-M047,61d37a7c78470666e2124e42eb932098,Lizard,Lizard_ccn-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsBackfillsChunkerVersionForLegacyLogicalFileAndChunkRows has a cyclomatic complexity of,review-for-suppression-or-backlog
CK-110-0405,CK-110-M049,2fe3ec49dbfe9debcc04bcf47523ce50,Lizard,Lizard_ccn-medium,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,Method TestAdversarialG14SnapshotRestoreFailsClearlyWhenContainerCorrupted has a cyclomatic complexity of 10 (,review-for-suppression-or-backlog
CK-110-0408,CK-110-M072,79aff2a340a10d12e59dfccaa45aac74,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-0411,CK-110-M059,8075cedfbcd090c07c515c3626ed41f,Opengrep,Semgrep_go_sql_rule-concat-sqli,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-0413,CK-110-M066,351736e59036ad6d9ce436e292d19688,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestoreFileByStoredPathUsesPhysicalPathIdentity has a cyclomatic complexity of 19 (limit is 8),review-for-suppression-or-backlog
CK-110-0414,CK-110-M067,23814f07fa9cb7540fb12cbf3cedfd5e,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/storage/restore_test.go,test,S3,restore,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0416,CK-110-M072,d7a2471ab354444fc0043ef204ecff84,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0418,CK-110-M060,94186ab58ec99f9cf3f0753a8549054c,Lizard,Lizard_ccn-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method setupStoredBlockFixtureForReaderCorruption has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-0419,CK-110-M062,f16f8cb525e54eb65ddc94273193cdfd,Lizard,Lizard_ccn-medium,internal/maintenance/gc_test.go,test,S3,gc,Method TestGCReachabilityMatchesLegacy has a cyclomatic complexity of 18 (limit is 8),review-for-suppression-or-backlog
CK-110-0420,CK-110-M072,775b9894294c854c0df6457ae79f8b52,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-0421,CK-110-M057,b68e6462210d0668c02a9ebfc29d0bfc,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-0422,CK-110-M054,2db49a4de8ed777d3fb862dc5be69caf,Lizard,Lizard_nloc-medium,internal/verify/verify_file_test.go,test,S3,verify,Method TestVerifyFileStandardAcceptsUnknownWellFormedVersions has 63 lines of code (limit is 50),review-for-suppression-or-backlog
