ck_id,matrix_id,title,source,source_file,source_line,status,severity,domain,decision,phase_owner,notes
CK-110-0439,CK-110-M036,Method planActiveContainerImpact has 150 lines of code (limit is 50),codacy,internal/gc/plan.go,557,triaged,S2,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0440,CK-110-M070,Method CorruptFirstCompletedChunkByte has 52 lines of code (limit is 50),codacy,tests/utils/common.go,488,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0441,CK-110-M062,Method TestBuildPlanAssumeDeletedSnapshotsMakesChunkReclaimable has a cyclomatic complexity of 10 (limit is 8),codacy,internal/gc/plan_test.go,366,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0442,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/integration/read_path_regression_test.go,479,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0443,CK-110-M059,String-formatted SQL query detected.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,201,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0444,CK-110-M070,Method TestBuildVersionStatsSortedAndComplete has a cyclomatic complexity of 11 (limit is 8),codacy,internal/observability/stats_test.go,196,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0445,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/integration/v18_migration_compatibility_integration_test.go,1343,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0446,CK-110-M051,Method assertInvariants has a cyclomatic complexity of 11 (limit is 8),codacy,internal/chunk/fastcdc/chunker_test.go,42,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0447,CK-110-M051,Method TestApplyPackedBlockTransformsWriteOrderCompressionThenEncryptionThenPhysicalHash has a cyclomatic comp,codacy,internal/storage/store_transform_ordering_contract_test.go,54,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0448,CK-110-M020,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/benchmark/scenarios.go,349,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0449,CK-110-M051,Method TestFeatureGatedCompressionDedupIgnoresCompressedAndPhysicalHashesStep74 has a cyclomatic complexity of,codacy,internal/storage/store_compression_feature_gate_test.go,644,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0450,CK-110-M070,Method TestStatsDelegatesAndMapsMaintenanceStats has 83 lines of code (limit is 50),codacy,internal/observability/stats_test.go,237,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0451,CK-110-M036,Method planContainerImpact has 132 lines of code (limit is 50),codacy,internal/gc/plan.go,413,triaged,S2,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0452,CK-110-M027,Method verifyFileContainersAndOffsets has 96 lines of code (limit is 50),codacy,internal/verify/verify_file.go,246,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0453,CK-110-M072,Emphasis used instead of a heading,codacy,docs/benchmarking.md,301,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0454,CK-110-M070,Method RunFixtureFolderRestoreAll has a cyclomatic complexity of 19 (limit is 8),codacy,tests/utils/common.go,1091,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0455,CK-110-M004,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/storage/store.go,2166,triaged,S1,storage,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0456,CK-110-M049,Method TestLoadDeleteLineagePreviewComputesLineageAndSharing has 57 lines of code (limit is 50),codacy,internal/snapshot/delete_lineage_preview_test.go,9,triaged,S3,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0457,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/utils/common.go,432,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0458,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_sqlite.sql,7,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0459,CK-110-M076,Overly complex sentence (41 words). Break into shorter instructions.,codacy,SECURITY.md,128,triaged,S4,codacy,exclude,REVIEW,v1.10.4 candidate issue linked from selected matrix row
CK-110-0460,CK-110-M070,Method TestStep613StatsRatioBoundaries has a cyclomatic complexity of 9 (limit is 8),codacy,tests/integration/v19_stats_semantics_integration_test.go,326,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0461,CK-110-M001,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",codacy,internal/db/db.go,124,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0462,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,190,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0463,CK-110-M045,Unused import math,codacy,scripts/compare_phase8_dedup_results.py,4,triaged,S1,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0464,CK-110-M063,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g4_non_destructive_gc_adversarial_test.go,203,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0465,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/observability/service_test.go,133,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0466,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/utils/common.go,772,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0467,CK-110-M071,Do not use `math/rand`. Use `crypto/rand` instead.,codacy,internal/graph/reachability_test.go,7,triaged,S3,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0468,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,157,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0469,CK-110-M055,String-formatted SQL query detected.,codacy,internal/verify/verify_corruption_fixtures_test.go,65,triaged,S3,verify,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0470,CK-110-M026,Method validateReusableLogicalFileGraphWithContext has 118 lines of code (limit is 50),codacy,internal/storage/store.go,1245,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0471,CK-110-M072,Expected: 1; Actual: 0; Below,codacy,docs/STEP64_METRICS_VALIDATION.md,143,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0472,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-47912: net/url: Insufficient validation of bracketed IPv6 ,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0473,CK-110-M038,Method restoreFromDescriptorWithStorageContextResultOptions has a cyclomatic complexity of 10 (limit is 8),codacy,internal/storage/restore.go,799,triaged,S1,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0474,CK-110-M067,The application was found setting file permissions to overly permissive values.,codacy,internal/storage/restore_test.go,1813,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0475,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/benchmarking.md,1494,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0476,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/adversarial/g9_batch_semantics_adversarial_test.go,86,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0477,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,30,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0478,CK-110-M027,Method verifyFileChunkHashes has 137 lines of code (limit is 50),codacy,internal/verify/verify_file.go,374,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0479,CK-110-M020,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/benchmark/scenarios.go,383,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0480,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STORAGE_SEMANTICS_v1.9_ENGINE_QUICK_REFERENCE.md,176,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0481,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_postgres.sql,198,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0482,CK-110-M072,Expected: 2; Actual: 3,codacy,docs/benchmarking.md,1487,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0483,CK-110-M070,Method TestSimulateGCDeterministicAcrossCalls has a cyclomatic complexity of 12 (limit is 8),codacy,internal/observability/service_test.go,427,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0484,CK-110-M004,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/storage/store.go,2205,triaged,S1,storage,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0485,CK-110-M070,Method TestSimulateGCJSONRoundTrip has a cyclomatic complexity of 9 (limit is 8),codacy,internal/observability/service_test.go,395,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0486,CK-110-M066,Method TestRestoreFailsOnChunkHashMismatch has a cyclomatic complexity of 11 (limit is 8),codacy,internal/storage/restore_test.go,1140,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0487,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2026-39826: If a trusted template author were to write a <scrip,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0488,CK-110-M063,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/gc/plan_test.go,383,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0489,CK-110-M025,Method ListSnapshotFiles has a cyclomatic complexity of 12 (limit is 8),codacy,internal/snapshot/snapshot.go,547,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0490,CK-110-M054,File internal/verify/verify_corruption_fixtures_test.go has 734 non-comment lines of code,codacy,internal/verify/verify_corruption_fixtures_test.go,1,triaged,S3,verify,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0491,CK-110-M052,The application was found setting directory permissions to overly permissive values.,codacy,internal/storage/phase1_compat_matrix_test.go,56,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0492,CK-110-M027,Method verifyFileChunkHashes has a cyclomatic complexity of 19 (limit is 8),codacy,internal/verify/verify_file.go,374,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0493,CK-110-M055,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/verify/verify_corruption_fixtures_test.go,66,triaged,S3,verify,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0494,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-61723: encoding/pem: Quadratic complexity when parsing som,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0495,CK-110-M070,Method TestGetReachableChunksMatchesLegacyAcrossRandomizedFixtures has a cyclomatic complexity of 26 (limit is,codacy,internal/graph/reachability_test.go,350,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0496,CK-110-M044,Method Inspect has 64 lines of code (limit is 50),codacy,internal/observability/inspect.go,17,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0497,CK-110-M002,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/snapshot/path_resolver.go,241,triaged,S1,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0498,CK-110-M052,Do not use `math/rand`. Use `crypto/rand` instead.,codacy,tests/adversarial/v110_s0_chunk_reuse_bounds_stabilization_test.go,8,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0499,CK-110-M062,Method TestSweepUnreachableChunksMetadataOrderTransactionSafety has 69 lines of code (limit is 50),codacy,internal/maintenance/gc_packed_test.go,435,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0500,CK-110-M051,Method TestStoreFileCaseSensitivity has a cyclomatic complexity of 14 (limit is 8),codacy,internal/storage/physical_file_repository_test.go,479,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0501,CK-110-M070,Method TestPhase7BuildFixtureWithActualV17BinaryIntegration has a cyclomatic complexity of 14 (limit is 8),codacy,tests/integration/v18_migration_compatibility_integration_test.go,1080,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0502,CK-110-M063,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/gc/plan_test.go,834,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0503,CK-110-M062,Method TestBuildPlanPartiallyDeadContainerDistinguishesLogicalVsPhysical has a cyclomatic complexity of 13 (li,codacy,internal/gc/plan_test.go,513,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0504,CK-110-M049,Method seedBenchmarkPhysicalFiles has a cyclomatic complexity of 9 (limit is 8),codacy,internal/snapshot/snapshot_bench_test.go,30,triaged,S3,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0505,CK-110-M070,Method  has a cyclomatic complexity of 12 (limit is 8),codacy,tests/adversarial/g9_batch_semantics_adversarial_test.go,367,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0506,CK-110-M027,Method checkReferenceCounts has 55 lines of code (limit is 50),codacy,internal/verify/verify_chunk.go,15,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0507,CK-110-M051,Method TestRemoveFailsWhenLogicalFileIsRetainedBySnapshot has 58 lines of code (limit is 50),codacy,internal/storage/remove_test.go,59,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0508,CK-110-M054,Method assertDecompressStageVerifyFailure has a cyclomatic complexity of 13 (limit is 8),codacy,internal/verify/verify_corruption_fixtures_test.go,216,triaged,S3,verify,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0509,CK-110-M070,Method TestRetentionByLogicalIDNotPath has a cyclomatic complexity of 9 (limit is 8),codacy,internal/retention/reachability_test.go,445,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0510,CK-110-M004,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/storage/store.go,2229,triaged,S1,storage,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0511,CK-110-M044,Method readRepositoryDefaults has a cyclomatic complexity of 12 (limit is 8),codacy,internal/repository/capabilities/derive.go,120,triaged,S2,codacy,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0512,CK-110-M026,Method lockContainerRowNowaitWithRetry has 52 lines of code (limit is 50),codacy,internal/container/local_writer.go,227,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0513,CK-110-M050,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,412,triaged,S3,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0514,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/integration/v18_migration_compatibility_integration_test.go,1790,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0515,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/adversarial/g7_deep_corruption_adversarial_test.go,333,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0516,CK-110-M009,Insecure dependency golang/stdlib@v1.23.0 (CVE-2025-58183: golang: archive/tar: Unbounded allocation when pars,codacy,go.mod,3,triaged,S1,dependencies,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0517,CK-110-M070,Method TestGetReverseReferencesChunkToLogicalFiles has a cyclomatic complexity of 11 (limit is 8),codacy,internal/graph/references_test.go,8,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0518,CK-110-M059,String-formatted SQL query detected.,codacy,internal/observability/stats_test.go,786,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0519,CK-110-M059,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",codacy,internal/graph/reachability_test.go,490,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0520,CK-110-M062,File internal/maintenance/gc_test.go has 990 non-comment lines of code,codacy,internal/maintenance/gc_test.go,1,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0521,CK-110-M062,Method TestCollectBlockStatsAndRunStatsExposure has 105 lines of code (limit is 50),codacy,internal/maintenance/stats_test.go,428,triaged,S3,gc,defer,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0522,CK-110-M059,String-formatted SQL query detected.,codacy,internal/observability/service_test.go,133,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0523,CK-110-M036,Method planActiveContainerImpact has a cyclomatic complexity of 24 (limit is 8),codacy,internal/gc/plan.go,557,triaged,S2,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0524,CK-110-M047,Method TestRunMigrationsCreatesSnapshotSchemaVersionEight has a cyclomatic complexity of 28 (limit is 8),codacy,internal/db/migrations_test.go,178,triaged,S3,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0525,CK-110-M026,Method Close has a cyclomatic complexity of 9 (limit is 8),codacy,internal/storage/context.go,54,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0526,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/BENCHMARK_CORPORA.md,268,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0527,CK-110-M026,Method  has a cyclomatic complexity of 43 (limit is 8),codacy,internal/storage/store.go,240,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0528,CK-110-M068,Method TestRecordOutsideMeasureIgnoresAllMetrics has a cyclomatic complexity of 9 (limit is 8),codacy,internal/benchmark/metrics_test.go,424,triaged,S3,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0529,CK-110-M051,Method TestStoreResolvesChunkerOncePerOperation has a cyclomatic complexity of 19 (limit is 8),codacy,internal/storage/store_v2chunker_test.go,298,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0530,CK-110-M027,Method VerifyStoredBlock has a cyclomatic complexity of 23 (limit is 8),codacy,internal/verify/verify_block_pipeline.go,74,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0531,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,73,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0532,CK-110-M070,Method CreateSampleDataset has 67 lines of code (limit is 50),codacy,tests/utils/common.go,717,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0533,CK-110-M019,The application dynamically constructs file or path information.,codacy,internal/benchmark/corpus_registry.go,92,triaged,S1,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0534,CK-110-M051,Method TestFeatureGatedCompressionDuplicateStorePreservesDedupAndCompressionStep512 has a cyclomatic complexit,codacy,internal/storage/store_compression_feature_gate_test.go,528,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0535,CK-110-M067,The application dynamically constructs file or path information.,codacy,internal/storage/restore_test.go,985,triaged,S3,restore,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0536,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/integration/v19_legacy_upgrade_path_integration_test.go,301,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0537,CK-110-M070,Method TestGetReverseReferencesLogicalFileToSnapshots has a cyclomatic complexity of 9 (limit is 8),codacy,internal/graph/references_test.go,80,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0538,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/observability/equivalence_phase7_test.go,346,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0539,CK-110-M027,Method checkChunkOffsets has 97 lines of code (limit is 50),codacy,internal/verify/verify_chunk.go,286,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0540,CK-110-M072,Lists should be surrounded by blank lines,codacy,docs/STEP64_METRICS_VALIDATION.md,35,triaged,S4,docs,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0541,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,internal/batch/loader_test.go,14,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0542,CK-110-M070,Method TestStep68CrossCompressionDedupConsistency has a cyclomatic complexity of 10 (limit is 8),codacy,tests/adversarial/g68_dedup_semantics_matrix_test.go,285,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0543,CK-110-M070,Method TestInspectSnapshotDeepTraversalExpandsRecursively has a cyclomatic complexity of 19 (limit is 8),codacy,internal/observability/inspect_test.go,548,triaged,S3,codacy,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0544,CK-110-M058,"By not specifying a USER, a program in the container may run as 'root'. This is a security hazard.",codacy,Dockerfile,37,triaged,S3,security,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0545,CK-110-M056,Method TestReadPathRestoreNewlyStoredFileAfterPhase3Integration has 57 lines of code (limit is 50),codacy,tests/integration/read_path_regression_test.go,128,triaged,S3,filesystem,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0546,CK-110-M036,File internal/gc/plan.go has 735 non-comment lines of code,codacy,internal/gc/plan.go,1,triaged,S2,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0547,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/integration/v18_migration_compatibility_integration_test.go,1708,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0548,CK-110-M057,The application dynamically constructs file or path information.,codacy,tests/adversarial/g7_deep_corruption_adversarial_test.go,259,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0549,CK-110-M052,"Detected string concatenation with a non-literal variable in a ""database/sql"" Go SQL statement.",codacy,internal/container/local_writer_test.go,274,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0550,CK-110-M036,File internal/maintenance/gc.go has 693 non-comment lines of code,codacy,internal/maintenance/gc.go,1,triaged,S2,gc,include,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0551,CK-110-M020,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,internal/benchmark/dataset.go,34,triaged,S1,benchmark,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0552,CK-110-M025,Method DiffSnapshots has a cyclomatic complexity of 27 (limit is 8),codacy,internal/snapshot/snapshot.go,883,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0553,CK-110-M057,The application was found setting directory permissions to overly permissive values.,codacy,tests/adversarial/g10_g13_physical_graph_adversarial_test.go,57,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0554,CK-110-M027,Method verifyDecodedBlockSegmentsAgainstRefs has a cyclomatic complexity of 27 (limit is 8),codacy,internal/verify/verify_repository.go,666,triaged,S2,verify,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0555,CK-110-M057,The application was found setting file permissions to overly permissive values.,codacy,tests/utils/common.go,341,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0556,CK-110-M059,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/observability/equivalence_phase7_test.go,339,triaged,S3,security,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0557,CK-110-M051,Method TestRemoveByStoredPathLastReferenceSetsRefCountToZero has a cyclomatic complexity of 9 (limit is 8),codacy,internal/storage/remove_test.go,420,triaged,S3,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0558,CK-110-M048,SQL Injection is a critical vulnerability that can lead to data or system compromise.,codacy,internal/db/migrations_test.go,1903,triaged,S3,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0559,CK-110-M001,All queries must target RAC_* tables.Query does not reference RAC_* table.,codacy,db/schema_postgres.sql,238,triaged,S1,migration,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-0560,CK-110-M025,Method DiffSnapshotsSummarySQL has a cyclomatic complexity of 12 (limit is 8),codacy,internal/snapshot/snapshot.go,794,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-0561,CK-110-M026,Method validateReusableCompletedChunkWithContext has 93 lines of code (limit is 50),codacy,internal/storage/store.go,1122,triaged,S2,storage,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-0562,CK-110-M057,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,codacy,tests/adversarial/g7_deep_corruption_adversarial_test.go,113,triaged,S3,filesystem,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
